subj_no,age,group,stim,trial,difficulty,resp,corr,conf,RT_day1,RT_day2
10,23,2,1,121,1,1,1,5,0.338201042,0.394323153
10,36,2,2,122,2,2,1,4,0.670427646,0.725042158
10,38,2,2,123,2,1,0,3,1.021642577,0.968585509
10,25,2,2,124,2,2,1,3,0.527589524,0.532116942
10,20,2,2,125,3,2,1,2,0.690219811,0.806042705
10,40,2,1,126,1,1,1,5,0.489730404,0.536068674
10,23,2,1,127,3,1,1,3,0.742156818,0.724192184
10,20,2,1,128,3,2,0,2,1.118071411,1.010075325
10,40,2,1,129,2,2,0,3,0.635707108,0.501851898
10,23,2,2,130,1,2,1,5,0.38020543,0.36983688
10,23,2,1,131,1,1,1,4,0.33175081,0.368717561
10,36,2,1,132,2,1,1,3,0.568641322,0.521722102
10,38,2,2,133,3,1,0,1,0.83444564,0.79351495
10,25,2,2,134,2,1,0,3,0.517211452,0.607853117
10,20,2,2,135,1,2,1,5,0.47280888,0.454603093
10,40,2,2,136,3,2,1,2,0.722992832,0.78123543
10,23,2,1,137,2,2,0,3,0.84721448,0.848024763
10,20,2,2,138,3,2,1,3,0.715650876,0.748376171
10,40,2,2,139,2,2,1,4,0.487787778,0.461993162
10,23,2,1,140,3,2,0,2,0.461789123,0.470731462
10,23,2,2,141,2,2,1,3,0.594193901,0.648936071
10,36,2,2,142,2,1,0,3,0.323221072,0.355044777
10,38,2,1,143,2,2,0,3,0.675680719,0.656276647
10,25,2,2,144,1,2,1,5,0.446713702,0.458746098
10,20,2,1,145,2,1,1,3,0.7592473,0.782252968
10,40,2,1,146,2,2,0,2,0.91092679,0.832251134
10,23,2,1,147,3,1,1,3,0.40768154,0.35424718
10,20,2,2,148,3,2,1,2,0.510287537,0.518608388
10,40,2,1,149,3,1,1,2,1.097819422,1.126278139
10,23,2,2,150,3,2,1,2,0.552914086,0.547500334
10,23,2,2,151,3,1,0,1,1.015421193,1.078342507
10,36,2,1,152,3,1,1,2,0.666994748,0.649283997
10,38,2,2,153,1,2,1,5,0.457113178,0.465528366
10,25,2,2,154,3,1,0,2,1.039472124,1.014801596
10,20,2,1,155,3,2,0,1,0.927575026,0.914839153
10,40,2,2,156,3,1,0,2,1.874018499,1.853050396
10,23,2,2,157,1,2,1,5,0.477071084,0.557865541
10,20,2,1,158,3,1,1,2,0.914170397,0.9304969
10,40,2,1,159,3,1,1,2,1.188683012,1.154647278
10,23,2,2,160,1,1,0,4,0.557932425,0.479187163
10,23,2,2,161,3,1,0,2,0.93767716,0.931796116
10,36,2,2,162,1,2,1,5,0.429393745,0.431117482
10,38,2,1,163,2,1,1,4,0.52672548,0.570821399
10,25,2,1,164,1,1,1,4,0.43459181,0.41149887
10,20,2,2,165,3,2,1,2,0.684042291,0.623863238
10,40,2,2,166,1,2,1,5,0.339181171,0.359192756
10,23,2,1,167,1,2,0,4,0.535676457,0.53306745
10,20,2,1,168,1,1,1,5,0.376046055,0.378858257
10,40,2,2,169,2,2,1,3,0.806902566,0.765979023
10,23,2,2,170,3,1,0,2,0.85511292,0.926508275
10,23,2,1,171,3,1,1,3,0.741193841,0.725157854
10,36,2,1,172,2,2,0,3,0.964202139,0.873730926
10,38,2,2,173,1,2,1,4,0.469057605,0.490506615
10,25,2,2,174,2,1,0,3,0.879890963,0.92576644
10,20,2,2,175,2,2,1,4,0.728949611,0.66124103
10,40,2,2,176,3,2,1,2,0.620190848,0.607938687
10,23,2,2,177,2,1,0,2,0.63930468,0.697928053
10,20,2,1,178,1,2,0,3,0.467570269,0.404976627
10,40,2,1,179,1,1,1,5,0.426299498,0.459008202
10,23,2,2,180,1,2,1,5,0.330614179,0.256791189
10,23,2,1,181,3,1,1,3,0.836582153,0.816824188
10,36,2,2,182,3,2,1,3,0.922727832,0.923894909
10,38,2,2,183,2,1,0,2,0.566726216,0.575278029
10,25,2,1,184,1,2,0,4,0.566248844,0.543125179
10,20,2,2,185,3,1,0,1,0.941515788,0.930748135
10,40,2,1,186,2,2,0,2,0.832893225,0.82734619
10,23,2,1,187,2,1,1,4,0.667254258,0.787253447
10,20,2,2,188,1,2,1,4,0.30143931,0.254705942
10,40,2,2,189,3,2,1,3,0.848160817,0.92204647
10,23,2,1,190,2,1,1,4,0.496157219,0.489343138
10,23,2,1,191,2,1,1,3,0.586845406,0.599698063
10,36,2,2,192,3,1,0,2,1.424711405,1.425587158
10,38,2,1,193,2,1,1,3,0.535854853,0.477239619
10,25,2,2,194,1,2,1,4,0.459649595,0.414863034
10,20,2,1,195,3,1,1,2,0.774746042,0.746814862
10,40,2,2,196,3,1,0,2,1.287267582,1.259422711
10,23,2,2,197,3,2,1,3,0.904819529,0.785131815
10,20,2,1,198,2,2,0,2,0.816467389,0.905918088
10,40,2,2,199,1,2,1,5,0.445509206,0.460229655
10,23,2,1,200,3,1,1,2,0.983236591,0.872030544
10,23,2,2,201,1,2,1,4,0.254005036,0.313164741
10,36,2,2,202,1,2,1,4,0.273323352,0.233323425
10,38,2,2,203,3,2,1,3,0.949226949,0.918796917
10,25,2,1,204,3,2,0,2,1.394940009,1.392195331
10,20,2,2,205,2,1,0,3,0.858222034,0.83673571
10,40,2,2,206,2,1,0,3,0.703372376,0.724600451
10,23,2,2,207,2,1,0,2,0.547692916,0.538744428
10,20,2,1,208,3,1,1,2,0.570355657,0.588643998
10,40,2,2,209,2,2,1,3,0.70635349,0.749250624
10,23,2,2,210,3,1,0,2,0.981922534,1.01298561
10,23,2,2,211,2,1,0,2,0.671686434,0.639841965
10,36,2,2,212,2,1,0,2,0.69971988,0.619896125
10,38,2,2,213,2,2,1,4,0.574769627,0.582860033
10,25,2,1,214,3,2,0,1,0.973063556,1.014290279
10,20,2,2,215,3,2,1,3,0.910205372,0.94332954
10,40,2,2,216,1,2,1,5,0.429907942,0.453169643
10,23,2,1,217,3,1,1,2,0.723650069,0.754773332
10,20,2,1,218,3,1,1,3,0.802430815,0.878334392
10,40,2,1,219,2,1,1,4,0.523903635,0.547155212
10,23,2,2,220,2,2,1,3,0.467086912,0.492270957
10,23,2,1,221,1,1,1,5,0.387664873,0.376231963
10,36,2,2,222,1,2,1,5,0.503718537,0.444588066
10,38,2,2,223,2,2,1,3,0.570387071,0.545811019
10,25,2,1,224,1,1,1,5,0.47326978,0.398538046
10,20,2,1,225,3,1,1,3,0.699180139,0.717013924
10,40,2,1,226,1,1,1,5,0.416538342,0.391568822
10,23,2,2,227,2,2,1,3,0.417188385,0.378370073
10,20,2,1,228,2,1,1,3,0.529460663,0.504377558
10,40,2,1,229,3,2,0,2,0.993038527,1.000797413
10,23,2,2,230,1,2,1,5,0.232439803,0.175206782
10,23,2,1,231,1,1,1,5,0.457681402,0.520509919
10,36,2,2,232,3,1,0,2,0.362783386,0.299466912
10,38,2,2,233,3,1,0,2,0.737894768,0.726301274
10,25,2,1,234,1,1,1,4,0.420214983,0.432105139
10,20,2,1,235,2,2,0,2,0.613570558,0.661044343
10,40,2,1,236,3,2,0,1,1.369736952,1.351603086
10,23,2,2,237,2,2,1,4,0.524990174,0.385077194
10,20,2,1,238,3,1,1,3,0.829970837,0.898203856
10,40,2,1,239,2,1,1,4,0.610758378,0.597785864
10,23,2,1,240,1,1,1,5,0.436070959,0.444225949
9,34,1,2,1,1,2,1,4,0.409214313,0.421868873
9,26,1,1,2,1,1,1,5,0.389465282,0.323201168
9,37,1,2,3,3,1,0,2,1.565390748,1.642429342
9,33,1,1,4,2,1,1,3,0.664727701,0.667687668
9,38,1,2,5,2,2,1,3,0.646166908,0.64140897
9,35,1,1,6,2,2,0,2,0.7806216,0.796283548
9,35,1,2,7,2,2,1,4,0.483603743,0.560275195
9,31,1,2,8,1,2,1,5,0.380001855,0.380675892
9,28,1,2,9,2,1,0,2,0.817424787,0.851991985
9,31,1,1,10,3,2,0,1,0.8856598,0.903352119
9,34,1,2,11,3,1,0,1,0.785089258,0.775162352
9,26,1,2,12,3,2,1,2,1.071315405,1.117876097
9,37,1,1,13,3,1,1,3,0.789743931,0.770504595
9,33,1,2,14,2,1,0,2,0.917101323,0.86068206
9,38,1,2,15,2,1,0,3,0.47348689,0.432041186
9,35,1,2,16,2,1,0,3,0.531913106,0.554080365
9,35,1,1,17,2,2,0,2,0.63425994,0.615307832
9,31,1,1,18,1,1,1,4,0.32076202,0.382143623
9,28,1,2,19,2,2,1,4,0.348192445,0.361500801
9,31,1,2,20,2,2,1,3,0.661755192,0.680145318
9,34,1,2,21,1,2,1,4,0.442539159,0.434971196
9,26,1,2,22,3,1,0,2,0.864367459,0.821455736
9,37,1,2,23,2,1,0,3,0.455086143,0.528147847
9,33,1,2,24,1,1,0,3,0.55077324,0.576083344
9,38,1,2,25,3,2,1,3,0.764489385,0.78670709
9,35,1,2,26,1,2,1,4,0.423228895,0.45449074
9,35,1,2,27,3,1,0,2,0.747788844,0.894752011
9,31,1,1,28,1,2,0,3,0.443159703,0.470462274
9,28,1,1,29,3,1,1,3,0.822373555,0.842542147
9,31,1,2,30,3,2,1,2,0.580708631,0.567309737
9,34,1,1,31,1,2,0,3,0.648357675,0.649852938
9,26,1,1,32,3,2,0,2,0.364302599,0.301819118
9,37,1,1,33,1,1,1,4,0.315172561,0.319507217
9,33,1,2,34,2,1,0,2,0.605399868,0.621330251
9,38,1,2,35,1,1,0,4,0.657697368,0.698418402
9,35,1,2,36,2,1,0,3,0.793430299,0.754284606
9,35,1,1,37,2,1,1,4,0.680131687,0.832039877
9,31,1,1,38,3,1,1,3,1.006791748,1.052227514
9,28,1,1,39,3,2,0,2,1.525651983,1.552103105
9,31,1,1,40,1,1,1,5,0.424528741,0.425861905
9,34,1,2,41,1,2,1,5,0.409240818,0.323255552
9,26,1,2,42,1,2,1,4,0.434237515,0.488721729
9,37,1,1,43,2,1,1,4,0.55849642,0.640861846
9,33,1,1,44,1,1,1,4,0.424367805,0.448832401
9,38,1,1,45,2,1,1,3,0.595207312,0.608909994
9,35,1,2,46,3,1,0,1,1.123676258,1.08359221
9,35,1,1,47,2,1,1,4,0.504135379,0.425228051
9,31,1,1,48,2,1,1,3,0.722687761,0.762138679
9,28,1,1,49,2,1,1,4,0.605950215,0.609356377
9,31,1,1,50,2,1,1,4,0.672192475,0.70358159
9,34,1,2,51,1,2,1,5,0.45708081,0.409840192
9,26,1,1,52,3,1,1,2,0.87842594,0.903622912
9,37,1,2,53,1,1,0,4,0.5626202,0.546134668
9,33,1,2,54,1,2,1,4,0.461929868,0.447409149
9,38,1,2,55,2,2,1,3,0.714296606,0.67032919
9,35,1,1,56,1,1,1,5,0.480769475,0.532173224
9,35,1,2,57,1,2,1,5,0.454920385,0.385568091
9,31,1,2,58,3,1,0,2,0.680329506,0.620525267
9,28,1,2,59,2,1,0,2,0.474502574,0.539286099
9,31,1,2,60,1,2,1,5,0.38498594,0.359014975
9,34,1,1,61,2,1,1,4,0.84748151,0.827538409
9,26,1,1,62,1,1,1,4,0.479818009,0.433018452
9,37,1,2,63,2,2,1,4,0.447952602,0.486538795
9,33,1,2,64,1,2,1,4,0.412280212,0.454430431
9,38,1,2,65,2,1,0,2,0.633430619,0.710094791
9,35,1,1,66,1,1,1,5,0.283963579,0.234174409
9,35,1,1,67,1,1,1,4,0.492754129,0.587143383
9,31,1,1,68,1,1,1,4,0.536409148,0.494914883
9,28,1,1,69,1,2,0,4,0.585989381,0.562531325
9,31,1,2,70,3,2,1,3,0.65078862,0.71963055
9,34,1,2,71,2,2,1,3,0.787352365,0.854616878
9,26,1,1,72,3,1,1,3,0.97515595,0.934530611
9,37,1,1,73,3,1,1,2,0.608708179,0.526243328
9,33,1,1,74,3,2,0,2,0.945156953,0.967887777
9,38,1,1,75,1,1,1,5,0.372600273,0.347739263
9,35,1,2,76,3,1,0,1,0.734815335,0.828525612
9,35,1,1,77,2,2,0,2,0.689972032,0.708436988
9,31,1,1,78,1,2,0,4,0.35889358,0.330362048
9,28,1,2,79,1,2,1,5,0.38457303,0.482655068
9,31,1,1,80,2,1,1,3,0.647117519,0.562534441
9,34,1,1,81,1,2,0,3,0.477742286,0.442100607
9,26,1,1,82,3,1,1,2,0.753273944,0.726133483
9,37,1,2,83,2,2,1,3,0.706905485,0.703869089
9,33,1,2,84,1,2,1,5,0.364857415,0.338543514
9,38,1,1,85,3,1,1,3,0.635858636,0.58775716
9,35,1,2,86,2,2,1,4,0.761429829,0.832867638
9,35,1,1,87,2,2,0,3,0.921054069,0.777912567
9,31,1,2,88,3,1,0,1,1.101393561,1.138528564
9,28,1,2,89,1,2,1,4,0.289822031,0.312334069
9,31,1,2,90,1,2,1,4,0.466107065,0.395100707
9,34,1,2,91,2,2,1,4,0.371859038,0.42561167
9,26,1,1,92,1,1,1,5,0.376537947,0.37007784
9,37,1,2,93,3,1,0,2,1.050027951,1.034313158
9,33,1,1,94,2,1,1,3,0.680076108,0.682862762
9,38,1,2,95,3,1,0,1,0.615819291,0.554020209
9,35,1,1,96,1,2,0,3,0.577031456,0.621873469
9,35,1,1,97,2,1,1,4,0.453782982,0.489858007
9,31,1,2,98,1,2,1,5,0.341483018,0.326471898
9,28,1,2,99,3,1,0,1,1.388308664,1.382139455
9,31,1,2,100,3,2,1,2,1.006716903,0.983329056
9,34,1,2,101,1,2,1,5,0.370457849,0.309635799
9,26,1,1,102,3,2,0,2,1.276970752,1.220759682
9,37,1,1,103,2,2,0,2,0.590395298,0.625454782
9,33,1,2,104,1,2,1,5,0.449911279,0.392605722
9,38,1,2,105,3,1,0,2,0.864499371,0.839051186
9,35,1,1,106,3,1,1,3,1.277875823,1.303777287
9,35,1,1,107,3,1,1,3,0.720126288,0.801364046
9,31,1,2,108,1,1,0,3,0.560125056,0.620946234
9,28,1,1,109,3,1,1,3,0.916331554,0.859187561
9,31,1,1,110,1,2,0,4,0.575354356,0.578576656
9,34,1,2,111,2,2,1,4,0.733303958,0.747976553
9,26,1,1,112,1,1,1,5,0.310007663,0.331501595
9,37,1,2,113,3,2,1,2,0.871566588,0.921155443
9,33,1,1,114,3,2,0,1,0.861620953,0.85319886
9,38,1,1,115,3,1,1,3,0.778436977,0.806849874
9,35,1,2,116,3,2,1,2,0.594099073,0.617668581
9,35,1,1,117,3,2,0,2,1.454698465,1.539570517
9,31,1,2,118,3,2,1,3,0.814488842,0.73720543
9,28,1,2,119,3,1,0,2,0.705681955,0.744081886
9,31,1,1,120,1,1,1,4,0.431708568,0.550041623
9,34,1,2,121,1,1,0,4,0.649997396,0.603579376
9,26,1,2,122,3,2,1,3,0.701580612,0.676051553
9,37,1,2,123,1,1,0,4,0.613497562,0.528759568
9,33,1,1,124,3,1,1,3,0.600689211,0.557002645
9,38,1,1,125,3,2,0,1,0.755129265,0.765575678
9,35,1,2,126,3,2,1,3,0.546301648,0.607083652
9,35,1,1,127,2,2,0,2,0.619643531,0.570256352
9,31,1,1,128,2,1,1,3,0.598374363,0.636937935
9,28,1,2,129,2,2,1,3,0.55164712,0.548486468
9,31,1,1,130,3,1,1,2,0.879474306,0.915467428
9,34,1,1,131,2,1,1,4,0.570299669,0.539147104
9,26,1,1,132,1,1,1,5,0.562769791,0.584711333
9,37,1,2,133,1,2,1,4,0.297375757,0.344764447
9,33,1,1,134,1,1,1,4,0.337029935,0.347010616
9,38,1,2,135,2,2,1,3,0.742699155,0.728103557
9,35,1,2,136,2,2,1,4,0.536127827,0.513167216
9,35,1,1,137,1,1,1,4,0.407054565,0.415963437
9,31,1,2,138,1,2,1,4,0.463933777,0.505258832
9,28,1,2,139,3,2,1,2,1.015624197,0.935771724
9,31,1,1,140,3,1,1,3,0.573377037,0.559126659
9,34,1,1,141,1,1,1,5,0.337519254,0.33506605
9,26,1,1,142,3,2,0,1,1.259147824,1.287474653
9,37,1,2,143,2,1,0,2,0.630585005,0.716231368
9,33,1,1,144,2,1,1,4,0.768202166,0.797745815
9,38,1,2,145,3,2,1,3,0.916718825,0.91507157
9,35,1,2,146,2,2,1,3,0.864742293,0.801298007
9,35,1,2,147,1,2,1,4,0.448211098,0.466452536
9,31,1,2,148,1,2,1,4,0.383804476,0.403555422
9,28,1,1,149,1,1,1,4,0.511243185,0.513514728
9,31,1,1,150,1,1,1,4,0.462600924,0.50691494
9,34,1,1,151,2,1,1,3,0.482289505,0.413561844
9,26,1,2,152,2,2,1,3,0.561175333,0.484221814
9,37,1,1,153,2,1,1,3,0.549699936,0.611073258
9,33,1,1,154,1,1,1,5,0.316721623,0.286209221
9,38,1,1,155,1,2,0,4,0.439249413,0.394139622
9,35,1,2,156,1,2,1,4,0.436125134,0.525831905
9,35,1,2,157,3,1,0,2,0.999791624,0.900736157
9,31,1,2,158,2,1,0,3,0.517903708,0.505096016
9,28,1,2,159,1,2,1,5,0.481481455,0.485782703
9,31,1,2,160,1,2,1,5,0.501460834,0.479542672
9,34,1,1,161,2,1,1,4,0.759260699,0.806551773
9,26,1,1,162,3,2,0,1,0.530802037,0.587778508
9,37,1,1,163,3,1,1,2,0.872461766,0.961419995
9,33,1,2,164,1,2,1,5,0.473328376,0.459523205
9,38,1,1,165,2,2,0,3,0.711410048,0.669086214
9,35,1,2,166,3,2,1,3,0.957297565,0.894952998
9,35,1,2,167,3,1,0,1,1.041705292,0.988713733
9,31,1,1,168,2,2,0,3,0.640007213,0.566277349
9,28,1,1,169,2,1,1,3,0.717831109,0.793138305
9,31,1,1,170,2,2,0,2,0.90562667,0.840119203
9,34,1,1,171,1,2,0,4,0.452689275,0.523008105
9,26,1,1,172,3,2,0,2,1.135648174,1.166409956
9,37,1,1,173,3,1,1,3,0.985236252,0.960576045
9,33,1,2,174,1,1,0,4,0.598462708,0.517042088
9,38,1,1,175,3,2,0,2,1.02365143,0.952108675
9,35,1,2,176,1,2,1,5,0.364325294,0.37806478
9,35,1,2,177,2,1,0,3,0.634856605,0.746322501
9,31,1,1,178,2,1,1,4,0.746062147,0.742889188
9,28,1,2,179,2,2,1,4,0.494031593,0.502578644
9,31,1,1,180,2,1,1,4,0.526895036,0.49485814
9,34,1,1,181,3,1,1,2,0.816532791,0.898877208
9,26,1,1,182,1,1,1,5,0.405919284,0.367829631
9,37,1,1,183,2,1,1,4,0.399718442,0.361521616
9,33,1,2,184,2,2,1,3,0.627242776,0.620510111
9,38,1,2,185,3,1,0,1,0.506211021,0.573740644
9,35,1,1,186,1,1,1,4,0.438763456,0.343174285
9,35,1,2,187,1,2,1,5,0.42891258,0.424274202
9,31,1,2,188,3,1,0,2,0.917888634,0.949261459
9,28,1,1,189,1,1,1,4,0.421672765,0.440561884
9,31,1,1,190,1,2,0,4,0.494584071,0.503660335
9,34,1,2,191,3,2,1,3,0.760145359,0.769133152
9,26,1,1,192,2,1,1,3,0.582259513,0.618454273
9,37,1,1,193,3,1,1,2,0.722333176,0.722458563
9,33,1,1,194,2,2,0,2,0.662260613,0.658419805
9,38,1,1,195,1,1,1,4,0.317001467,0.364873489
9,35,1,1,196,3,1,1,2,0.913572202,1.007876074
9,35,1,1,197,3,1,1,3,0.490605292,0.386168956
9,31,1,2,198,3,1,0,2,1.408638824,1.393383881
9,28,1,1,199,2,1,1,4,0.682790758,0.729326235
9,31,1,2,200,3,1,0,2,0.9067022,0.806726484
9,34,1,2,201,1,2,1,4,0.301304396,0.287752115
9,26,1,1,202,3,1,1,2,0.981540087,0.997961462
9,37,1,2,203,1,2,1,4,0.365085579,0.320210663
9,33,1,2,204,3,2,1,2,0.928101853,0.919201813
9,38,1,1,205,1,1,1,5,0.432646675,0.428688939
9,35,1,2,206,3,1,0,2,0.191600528,0.216301219
9,35,1,2,207,2,1,0,3,0.650203026,0.717332931
9,31,1,1,208,3,1,1,2,0.740728687,0.706689736
9,28,1,2,209,2,2,1,4,0.355884437,0.380558966
9,31,1,1,210,2,2,0,3,0.711102044,0.781783348
9,34,1,2,211,1,1,0,3,0.576665678,0.540114468
9,26,1,1,212,1,1,1,5,0.370821455,0.387521484
9,37,1,2,213,1,2,1,5,0.461926343,0.407161602
9,33,1,2,214,2,2,1,3,0.695603964,0.625376529
9,38,1,2,215,3,2,1,2,0.704623247,0.687567799
9,35,1,1,216,3,2,0,2,0.860594573,0.861507053
9,35,1,1,217,2,2,0,2,0.792345594,0.818847233
9,31,1,2,218,2,2,1,3,0.702267771,0.79995532
9,28,1,1,219,3,1,1,3,0.833535964,0.828826817
9,31,1,2,220,1,2,1,5,0.371596187,0.427253948
9,34,1,1,221,2,1,1,4,0.521027672,0.5573486
9,26,1,1,222,3,2,0,1,1.322568549,1.327641528
9,37,1,1,223,2,2,0,3,0.52948813,0.575749384
9,33,1,1,224,2,1,1,4,0.693647503,0.653492063
9,38,1,2,225,2,2,1,4,0.709687008,0.728948418
9,35,1,2,226,3,2,1,3,0.587262976,0.507914926
9,35,1,1,227,2,1,1,4,0.485230522,0.520172754
9,31,1,2,228,2,2,1,4,0.528916076,0.623087764
9,28,1,1,229,1,1,1,5,0.383318193,0.362229627
9,31,1,1,230,1,1,1,4,0.449742072,0.470824773
9,34,1,1,231,1,1,1,5,0.397494531,0.407443789
9,26,1,1,232,2,1,1,3,0.6098737,0.67749359
9,37,1,2,233,3,1,0,1,0.881010126,0.91355548
9,33,1,2,234,2,2,1,4,0.5309191,0.500679336
9,38,1,2,235,3,1,0,1,1.265987251,1.247728175
9,35,1,1,236,3,2,0,2,1.219720138,1.234146239
9,35,1,2,237,2,1,0,3,0.560513937,0.476075806
9,31,1,2,238,3,1,0,2,1.154396087,1.090036962
9,28,1,2,239,2,2,1,3,0.672361966,0.684844607
9,31,1,2,240,3,2,1,2,0.935790587,1.050021077
8,25,2,2,1,1,2,1,5,0.447355195,0.435185673
8,29,2,1,2,2,1,1,3,0.501894175,0.516238062
8,36,2,1,3,3,1,1,2,0.647452862,0.592442105
8,24,2,2,4,1,2,1,5,0.379689013,0.366354249
8,26,2,1,5,2,1,1,4,0.440398842,0.516735792
8,24,2,1,6,3,2,0,1,0.507858144,0.569484688
8,18,2,2,7,2,2,1,4,0.586282918,0.621139702
8,29,2,2,8,2,2,1,4,0.597911732,0.548612383
8,26,2,1,9,3,2,0,1,0.925466239,0.963302097
8,40,2,1,10,3,2,0,1,1.903483419,1.909686637
8,25,2,1,11,2,2,0,2,0.440279385,0.501279546
8,29,2,2,12,1,1,0,3,0.606427429,0.633454635
8,36,2,2,13,2,1,0,2,0.940016981,0.9242444
8,24,2,1,14,3,2,0,1,1.158456091,1.132422034
8,26,2,2,15,2,1,0,3,0.72877116,0.729343613
8,24,2,2,16,2,2,1,4,0.505526127,0.495635934
8,18,2,2,17,1,2,1,4,0.609194505,0.585629962
8,29,2,2,18,1,2,1,5,0.389464256,0.317284593
8,26,2,1,19,3,1,1,3,0.634386776,0.654542191
8,40,2,2,20,1,2,1,5,0.343922587,0.373628665
8,25,2,1,21,2,1,1,3,0.531271404,0.569478369
8,29,2,1,22,2,1,1,3,0.515391164,0.516532722
8,36,2,2,23,3,2,1,2,0.501261316,0.501925441
8,24,2,2,24,2,2,1,4,0.585983792,0.562715503
8,26,2,1,25,3,2,0,1,0.591302884,0.616603487
8,24,2,1,26,2,2,0,2,0.697668586,0.749526605
8,18,2,1,27,2,2,0,2,1.018190482,0.977482109
8,29,2,2,28,3,2,1,2,0.914271411,0.837295133
8,26,2,1,29,3,2,0,1,0.404019724,0.459647999
8,40,2,2,30,1,2,1,5,0.356099707,0.305452591
8,25,2,1,31,2,1,1,4,0.392575218,0.370823748
8,29,2,2,32,2,2,1,3,0.663137369,0.595109021
8,36,2,2,33,2,2,1,3,0.625780471,0.714882184
8,24,2,2,34,1,2,1,4,0.37000089,0.329936558
8,26,2,1,35,3,1,1,2,0.560253733,0.681132783
8,24,2,1,36,2,2,0,3,0.778216558,0.789820902
8,18,2,2,37,3,2,1,3,0.618315022,0.676800525
8,29,2,1,38,1,1,1,4,0.42033311,0.397124556
8,26,2,1,39,3,2,0,1,1.373463365,1.442864338
8,40,2,1,40,1,1,1,4,0.467367554,0.506693444
8,25,2,1,41,1,1,1,5,0.375926859,0.4084843
8,29,2,2,42,2,1,0,2,0.93123026,0.90436156
8,36,2,1,43,2,1,1,3,0.6458281,0.646435068
8,24,2,2,44,3,2,1,3,0.835564958,0.916692926
8,26,2,1,45,3,2,0,2,1.23330952,1.204384882
8,24,2,2,46,2,2,1,4,0.793621487,0.716172108
8,18,2,1,47,1,1,1,5,0.538220213,0.595341867
8,29,2,1,48,2,1,1,4,0.652948935,0.660017203
8,26,2,1,49,2,2,0,3,0.577754106,0.549182375
8,40,2,1,50,2,1,1,3,0.662617792,0.683699715
8,25,2,2,51,1,2,1,5,0.537981489,0.533207561
8,29,2,2,52,1,2,1,5,0.417672991,0.438920265
8,36,2,1,53,3,2,0,2,1.72443428,1.767713323
8,24,2,2,54,1,2,1,5,0.341813684,0.357291611
8,26,2,2,55,2,1,0,3,0.561714867,0.512762847
8,24,2,1,56,2,1,1,3,0.613266042,0.54017825
8,18,2,1,57,3,2,0,1,0.940270816,1.022409997
8,29,2,1,58,2,1,1,3,0.626635399,0.644564911
8,26,2,2,59,1,1,0,3,0.438802112,0.407328382
8,40,2,1,60,2,1,1,3,0.475939807,0.508910257
8,25,2,2,61,2,1,0,2,0.745232839,0.770086094
8,29,2,2,62,2,2,1,3,0.477791066,0.494921651
8,36,2,1,63,3,1,1,3,1.143626836,1.115290353
8,24,2,1,64,3,1,1,3,0.502394024,0.54643742
8,26,2,2,65,2,1,0,3,0.668902155,0.657183345
8,24,2,1,66,3,1,1,2,0.813767838,0.773963164
8,18,2,2,67,2,2,1,3,0.490908455,0.452311344
8,29,2,2,68,1,1,0,3,0.544736155,0.71596423
8,26,2,1,69,3,1,1,2,0.677158445,0.67619576
8,40,2,1,70,2,1,1,4,0.709374421,0.818011175
8,25,2,2,71,3,1,0,2,1.330143507,1.388470351
8,29,2,1,72,1,1,1,4,0.50618014,0.536246553
8,36,2,1,73,3,2,0,2,1.979609072,1.993947486
8,24,2,2,74,3,2,1,3,0.825169436,0.74101155
8,26,2,2,75,1,2,1,4,0.58860933,0.606936559
8,24,2,1,76,3,1,1,2,0.709057722,0.702551485
8,18,2,1,77,3,2,0,2,1.221701407,1.169355243
8,29,2,2,78,3,1,0,1,0.907762354,0.958692296
8,26,2,1,79,3,2,0,1,0.282113767,0.240344863
8,40,2,2,80,1,2,1,4,0.468504582,0.445847751
8,25,2,2,81,3,2,1,3,0.834278922,0.815154108
8,29,2,2,82,1,1,0,4,0.461626228,0.481434778
8,36,2,2,83,3,1,0,1,1.29242294,1.345855328
8,24,2,2,84,1,1,0,3,0.509122407,0.521160712
8,26,2,1,85,3,1,1,3,0.89397041,0.989391721
8,24,2,2,86,2,2,1,3,0.616920605,0.641896111
8,18,2,2,87,2,2,1,3,0.503102297,0.553218342
8,29,2,2,88,3,1,0,2,0.458857111,0.458762441
8,26,2,1,89,2,2,0,2,0.49311288,0.488690576
8,40,2,1,90,3,2,0,2,0.500256954,0.487721833
8,25,2,1,91,1,1,1,5,0.401089083,0.382067145
8,29,2,1,92,1,1,1,5,0.435656868,0.442679779
8,36,2,2,93,1,2,1,5,0.355273786,0.400623034
8,24,2,1,94,3,2,0,1,1.014246399,0.999312982
8,26,2,1,95,2,1,1,4,0.594147713,0.567317815
8,24,2,1,96,1,1,1,4,0.459464116,0.499451758
8,18,2,2,97,3,2,1,2,0.827012097,0.861852835
8,29,2,2,98,1,2,1,4,0.432835303,0.311304594
8,26,2,2,99,1,2,1,5,0.44297832,0.328655508
8,40,2,1,100,1,1,1,5,0.400902102,0.431826775
8,25,2,2,101,2,2,1,4,0.597817572,0.633631169
8,29,2,2,102,2,2,1,4,0.532940805,0.548455447
8,36,2,2,103,2,2,1,4,0.529446958,0.544284552
8,24,2,2,104,3,1,0,2,1.513267589,1.381337414
8,26,2,2,105,1,2,1,4,0.365147543,0.40131426
