"","subj_no","age","day","stim","trial","difficulty","resp","corr","conf","RT"
"3612",5,31,2,2,12,1,1,0,4,0.571461676897537
"3613",5,25,2,2,13,1,1,0,4,0.533568835206532
"3614",5,28,2,2,14,3,1,0,1,1.2299390087579
"3615",5,39,2,2,15,3,1,0,2,0.615154320095988
"3616",5,32,2,2,16,1,2,1,4,0.462189173178206
"3617",5,25,2,1,17,2,2,0,3,0.458915873318793
"3618",5,26,2,1,18,3,1,1,3,0.451987179496541
"3619",5,18,2,2,19,1,2,1,5,0.324009921753908
"3620",5,23,2,2,20,2,1,0,2,0.495868020571645
"3621",5,34,2,1,21,1,2,0,3,0.534499151287718
"3622",5,31,2,1,22,1,1,1,5,0.422235025815462
"3623",5,25,2,2,23,3,1,0,1,0.728756101885601
"3624",5,28,2,1,24,1,1,1,4,0.502132194248776
"3625",5,39,2,1,25,3,2,0,2,0.818397513441663
"3626",5,32,2,2,26,2,2,1,4,0.575986371863941
"3627",5,25,2,2,27,1,2,1,4,0.311063043877377
"3628",5,26,2,1,28,3,1,1,3,0.740186949836283
"3629",5,18,2,2,29,2,2,1,4,0.801940986196282
"3630",5,23,2,1,30,1,1,1,5,0.485265629222263
"3631",5,34,2,1,31,1,1,1,4,0.264497551138744
"3632",5,31,2,1,32,1,1,1,4,0.292226516896807
"3633",5,25,2,1,33,2,2,0,3,0.599681360713334
"3634",5,28,2,1,34,3,1,1,2,0.457902145962814
"3635",5,39,2,2,35,2,2,1,4,0.431532398052566
"3636",5,32,2,2,36,2,1,0,3,0.76251789828514
"3637",5,25,2,2,37,3,1,0,2,1.35213699720827
"3638",5,26,2,2,38,1,2,1,4,0.52018260679378
"3639",5,18,2,1,39,2,1,1,4,0.56608036803077
"3640",5,23,2,1,40,2,2,0,3,0.527006787781084
"3641",5,34,2,1,41,2,2,0,2,1.0070994508407
"3642",5,31,2,1,42,1,1,1,4,0.386510695312257
"3643",5,25,2,1,43,2,1,1,3,0.5887120713502
"3644",5,28,2,1,44,1,1,1,4,0.495035043578132
"3645",5,39,2,1,45,3,2,0,1,1.39905911295366
"3646",5,32,2,1,46,1,2,0,4,0.611308993764046
"3647",5,25,2,2,47,3,1,0,2,0.703773699603792
"3648",5,26,2,2,48,1,2,1,4,0.362604630423952
"3649",5,18,2,2,49,2,2,1,4,0.599729129073286
"3650",5,23,2,1,50,1,1,1,5,0.416691792938286
"3651",5,34,2,2,51,2,1,0,3,0.569422729602822
"3652",5,31,2,1,52,3,1,1,2,0.221256793897079
"3653",5,25,2,2,53,3,1,0,1,1.36985670849528
"3654",5,28,2,1,54,2,1,1,4,0.771034767923941
"3655",5,39,2,2,55,2,2,1,3,0.703923221844001
"3656",5,32,2,2,56,1,2,1,5,0.370297309048556
"3657",5,25,2,2,57,2,2,1,4,0.517940567557657
"3658",5,26,2,2,58,3,1,0,1,1.09214959225691
"3659",5,18,2,2,59,1,2,1,4,0.481172468149433
"3660",5,23,2,2,60,1,2,1,4,0.287815224206739
"3661",5,34,2,1,61,3,2,0,2,1.24014177743338
"3662",5,31,2,2,62,2,1,0,2,0.676725094977058
"3663",5,25,2,1,63,3,1,1,2,0.961887139273886
"3664",5,28,2,1,64,3,2,0,2,0.800115635620089
"3665",5,39,2,1,65,1,1,1,4,0.292000500995376
"3666",5,32,2,1,66,2,1,1,4,0.663555788802665
"3667",5,25,2,1,67,2,1,1,3,0.583335241739718
"3668",5,26,2,1,68,1,1,1,5,0.522437723106748
"3669",5,18,2,1,69,3,1,1,2,1.00180149642248
"3670",5,23,2,2,70,3,2,1,2,0.808522158363261
"3671",5,34,2,1,71,2,2,0,3,1.00640551216103
"3672",5,31,2,2,72,1,2,1,5,0.430991986227688
"3673",5,25,2,1,73,3,2,0,2,0.777707076667128
"3674",5,28,2,2,74,1,2,1,5,0.475169892170199
"3675",5,39,2,1,75,1,2,0,4,0.610623690486665
"3676",5,32,2,2,76,3,1,0,1,0.645695322929919
"3677",5,25,2,1,77,3,2,0,2,0.873061010985808
"3678",5,26,2,1,78,3,2,0,1,1.36415585915688
"3679",5,18,2,2,79,1,2,1,4,0.446209052508267
"3680",5,23,2,2,80,3,1,0,2,1.1827847503098
"3681",5,34,2,2,81,1,2,1,5,0.418180299080938
"3682",5,31,2,2,82,1,2,1,5,0.328495069005
"3683",5,25,2,2,83,3,1,0,2,0.939584630966516
"3684",5,28,2,2,84,2,1,0,3,0.567266320961787
"3685",5,39,2,2,85,3,2,1,2,0.637450709004525
"3686",5,32,2,1,86,1,2,0,4,0.517756409258417
"3687",5,25,2,2,87,2,2,1,3,0.469842735438137
"3688",5,26,2,1,88,2,1,1,4,0.60527770471513
"3689",5,18,2,1,89,1,1,1,4,0.514931310930766
"3690",5,23,2,2,90,1,2,1,5,0.483307259259796
"3691",5,34,2,2,91,1,2,1,5,0.372358769766662
"3692",5,31,2,2,92,3,1,0,2,1.19022021322689
"3693",5,25,2,1,93,1,1,1,5,0.38225712128152
"3694",5,28,2,2,94,1,1,0,4,0.494792308720234
"3695",5,39,2,2,95,1,2,1,4,0.404719020094195
"3696",5,32,2,2,96,2,2,1,3,0.679390650152235
"3697",5,25,2,2,97,3,1,0,2,1.09190766265634
"3698",5,26,2,1,98,2,2,0,3,0.838863947037633
"3699",5,18,2,1,99,3,2,0,1,0.824419012372341
"3700",5,23,2,2,100,3,1,0,1,0.601763047714695
"3701",5,34,2,2,101,3,2,1,3,0.727655867387032
"3702",5,31,2,1,102,2,2,0,2,0.471302471667245
"3703",5,25,2,2,103,2,1,0,2,0.62171365182376
"3704",5,28,2,1,104,2,1,1,4,0.400126913608917
"3705",5,39,2,1,105,3,1,1,2,0.711165179380797
"3706",5,32,2,2,106,2,1,0,2,0.612491012664505
"3707",5,25,2,2,107,1,1,0,4,0.398385442846964
"3708",5,26,2,2,108,3,1,0,2,0.959968323556133
"3709",5,18,2,1,109,1,1,1,5,0.410737445747423
"3710",5,23,2,2,110,2,2,1,4,0.682439282015223
"3711",5,34,2,2,111,2,2,1,4,0.53550479967097
"3712",5,31,2,2,112,2,1,0,3,0.739398639976458
"3713",5,25,2,1,113,3,2,0,2,0.762119091279564
"3714",5,28,2,2,114,2,2,1,4,0.750750392438859
"3715",5,39,2,2,115,2,2,1,3,0.428463699873626
"3716",5,32,2,2,116,2,1,0,3,0.749184481261282
"3717",5,25,2,1,117,3,1,1,3,1.01218747865251
"3718",5,26,2,1,118,3,1,1,3,0.695604377656813
"3719",5,18,2,1,119,2,2,0,2,0.642730323785251
"3720",5,23,2,1,120,2,1,1,4,0.603696125686537
"3721",5,34,2,1,121,2,2,0,3,0.70915321015336
"3722",5,31,2,2,122,3,2,1,2,0.732801798092675
"3723",5,25,2,1,123,1,2,0,3,0.577308681288848
"3724",5,28,2,1,124,3,1,1,2,0.45123920016742
"3725",5,39,2,2,125,3,1,0,2,1.18270167562796
"3726",5,32,2,2,126,1,1,0,4,0.612609577011457
"3727",5,25,2,1,127,1,1,1,5,0.237541150699226
"3728",5,26,2,2,128,1,2,1,4,0.486186320805699
"3729",5,18,2,2,129,1,2,1,5,0.393396989221176
"3730",5,23,2,2,130,1,2,1,5,0.567243646021475
"3731",5,34,2,1,131,1,1,1,5,0.416523856303808
"3732",5,31,2,1,132,2,1,1,3,0.680146595956468
"3733",5,25,2,1,133,3,2,0,1,1.21088043201095
"3734",5,28,2,1,134,3,2,0,1,1.06529209478809
"3735",5,39,2,1,135,1,2,0,4,0.618394184940402
"3736",5,32,2,2,136,3,2,1,2,0.850849318384496
"3737",5,25,2,1,137,3,2,0,1,1.74476341865153
"3738",5,26,2,2,138,2,2,1,3,0.600586514966811
"3739",5,18,2,2,139,3,1,0,1,0.719685507037841
"3740",5,23,2,1,140,2,1,1,4,0.517833060578142
"3741",5,34,2,1,141,3,1,1,2,0.647489770737824
"3742",5,31,2,1,142,2,1,1,4,0.639264524130478
"3743",5,25,2,1,143,2,2,0,3,0.364001762279118
"3744",5,28,2,1,144,1,1,1,5,0.432382272129571
"3745",5,39,2,1,145,3,2,0,2,0.473282875251274
"3746",5,32,2,1,146,3,2,0,1,0.574163278246409
"3747",5,25,2,1,147,1,1,1,4,0.40145471612578
"3748",5,26,2,1,148,1,1,1,4,0.414301815748737
"3749",5,18,2,2,149,3,1,0,2,1.01462435790149
"3750",5,23,2,2,150,3,1,0,1,1.11753678402594
"3751",5,34,2,1,151,2,1,1,4,0.67608036617307
"3752",5,31,2,1,152,1,1,1,5,0.420837361237565
"3753",5,25,2,1,153,1,1,1,5,0.448247016199953
"3754",5,28,2,1,154,1,2,0,4,0.677644882496547
"3755",5,39,2,2,155,1,2,1,4,0.308615664766805
"3756",5,32,2,2,156,2,1,0,2,0.682742821673286
"3757",5,25,2,1,157,3,2,0,2,1.54217239633135
"3758",5,26,2,1,158,1,1,1,4,0.446448105150032
"3759",5,18,2,2,159,3,2,1,2,0.92637682390828
"3760",5,23,2,2,160,1,1,0,3,0.57481784552329
"3761",5,34,2,2,161,2,1,0,2,0.719965507601044
"3762",5,31,2,2,162,1,2,1,5,0.425767037418206
"3763",5,25,2,1,163,2,1,1,4,0.691668933016796
"3764",5,28,2,2,164,2,1,0,3,0.63389690721956
"3765",5,39,2,1,165,1,2,0,3,0.588429479466745
"3766",5,32,2,2,166,1,2,1,5,0.405600554746318
"3767",5,25,2,1,167,3,2,0,1,1.16279564052266
"3768",5,26,2,2,168,1,2,1,5,0.488525566342378
"3769",5,18,2,2,169,3,2,1,3,0.722682727684455
"3770",5,23,2,2,170,2,2,1,3,0.598843820121551
"3771",5,34,2,2,171,3,2,1,2,0.931927643830176
"3772",5,31,2,1,172,2,1,1,3,0.64039011326335
"3773",5,25,2,2,173,2,2,1,4,0.478652863259659
"3774",5,28,2,1,174,3,2,0,1,1.44182539474825
"3775",5,39,2,2,175,3,2,1,2,0.505677345220421
"3776",5,32,2,1,176,2,1,1,4,0.508473964763236
"3777",5,25,2,2,177,3,2,1,2,0.831334434440672
"3778",5,26,2,1,178,3,1,1,3,0.689661527161898
"3779",5,18,2,2,179,3,1,0,2,1.06635616666492
"3780",5,23,2,1,180,3,1,1,2,0.72961680398648
"3781",5,34,2,1,181,2,1,1,3,0.295285224567901
"3782",5,31,2,1,182,2,2,0,2,0.833321089546502
"3783",5,25,2,1,183,3,1,1,3,0.669158217952384
"3784",5,28,2,2,184,2,2,1,3,0.544631395258853
"3785",5,39,2,1,185,3,1,1,2,0.552017213235914
"3786",5,32,2,1,186,2,1,1,4,0.482217699041378
"3787",5,25,2,1,187,2,1,1,3,0.761005056100936
"3788",5,26,2,2,188,3,2,1,2,0.809217253539028
"3789",5,18,2,1,189,3,2,0,2,1.08382580989202
"3790",5,23,2,2,190,1,2,1,4,0.340490253421221
"3791",5,34,2,2,191,3,2,1,2,0.856633435935637
"3792",5,31,2,1,192,1,1,1,4,0.311929455578994
"3793",5,25,2,2,193,1,1,0,4,0.538629372126974
"3794",5,28,2,1,194,1,2,0,4,0.545242546262126
"3795",5,39,2,2,195,1,1,0,4,0.599875277973464
"3796",5,32,2,2,196,2,1,0,2,0.520867623084909
"3797",5,25,2,1,197,2,2,0,3,0.568003872211231
"3798",5,26,2,2,198,2,2,1,3,0.759183523909645
"3799",5,18,2,1,199,2,2,0,3,0.839200051034304
"3800",5,23,2,2,200,3,2,1,3,0.669234053517767
"3801",5,34,2,1,201,1,1,1,4,0.218426333548115
"3802",5,31,2,2,202,1,2,1,5,0.448864487436469
"3803",5,25,2,2,203,2,2,1,4,0.538738983522091
"3804",5,28,2,2,204,1,2,1,4,0.382944036914085
"3805",5,39,2,1,205,2,2,0,3,0.512824779232641
"3806",5,32,2,1,206,3,1,1,2,0.719492212039827
"3807",5,25,2,1,207,3,2,0,2,1.13620598596193
"3808",5,26,2,2,208,3,1,0,2,0.849150295740364
"3809",5,18,2,2,209,1,2,1,4,0.366705916832122
"3810",5,23,2,2,210,2,1,0,2,0.203883314247602
"3811",5,34,2,1,211,2,2,0,2,0.953561716041103
"3812",5,31,2,2,212,3,1,0,2,1.27430323716611
"3813",5,25,2,2,213,3,2,1,3,0.995192685401546
"3814",5,28,2,2,214,2,1,0,2,0.894582883531078
"3815",5,39,2,1,215,1,1,1,4,0.491384285351402
"3816",5,32,2,1,216,1,1,1,5,0.411561454105526
"3817",5,25,2,2,217,2,2,1,3,0.284974290216688
"3818",5,26,2,1,218,2,1,1,4,0.663783250398531
"3819",5,18,2,2,219,2,2,1,3,0.254612956392688
"3820",5,23,2,2,220,2,1,0,3,0.92985469493718
"3821",5,34,2,2,221,1,1,0,3,0.483109619906382
"3822",5,31,2,1,222,1,1,1,5,0.399034299624653
"3823",5,25,2,1,223,2,2,0,2,0.851772085388866
"3824",5,28,2,1,224,3,1,1,3,0.730952706771038
"3825",5,39,2,1,225,3,2,0,1,0.574749484929041
"3826",5,32,2,2,226,3,1,0,2,1.66121270159057
"3827",5,25,2,2,227,3,2,1,2,0.755848755773997
"3828",5,26,2,2,228,1,1,0,4,0.506158719438557
"3829",5,18,2,1,229,1,1,1,5,0.468911339257934
"3830",5,23,2,1,230,1,1,1,5,0.473098797134378
"3831",5,34,2,1,231,1,1,1,4,0.417786410531361
"3832",5,31,2,2,232,1,2,1,5,0.490414878759692
"3833",5,25,2,2,233,3,1,0,2,0.838011945825075
"3834",5,28,2,1,234,2,1,1,4,0.734166138536067
"3835",5,39,2,2,235,2,2,1,4,0.661984243860816
"3836",5,32,2,1,236,2,1,1,3,0.605818320100489
"3837",5,25,2,1,237,3,2,0,2,1.04428195353378
"3838",5,26,2,2,238,3,2,1,3,0.865094206023618
"3839",5,18,2,1,239,3,2,0,1,1.11713858787646
"3840",5,23,2,1,240,1,1,1,5,0.474932746522666
"3841",4,34,2,2,1,2,1,0,3,0.676222163649528
"3842",4,22,2,2,2,3,1,0,2,1.46449202452015
"3843",4,20,2,1,3,1,2,0,4,0.737773064454582
"3844",4,28,2,2,4,2,1,0,2,0.505792833158553
"3845",4,33,2,1,5,1,1,1,4,0.533902326959933
"3846",4,36,2,2,6,3,2,1,2,0.4261041070099
"3847",4,19,2,1,7,1,2,0,3,0.451132965796705
"3848",4,35,2,1,8,1,1,1,4,0.321478022817468
"3849",4,23,2,1,9,2,1,1,3,0.632058043625546
"3850",4,24,2,2,10,2,2,1,3,0.39056347433689
"3851",4,34,2,2,11,2,2,1,3,0.670703413754894
"3852",4,22,2,2,12,3,1,0,1,0.55717089585579
"3853",4,20,2,1,13,2,1,1,4,0.636547540971471
"3854",4,28,2,1,14,3,1,1,3,1.04114288834397
"3855",4,33,2,2,15,3,2,1,3,0.817783931988472
"3856",4,36,2,1,16,2,1,1,3,0.329975233821
"3857",4,19,2,1,17,2,2,0,3,0.739409517664663
"3858",4,35,2,1,18,3,1,1,2,0.901358188781832
"3859",4,23,2,2,19,3,1,0,2,1.14294926670525
"3860",4,24,2,1,20,1,1,1,4,0.473371784058291
"3861",4,34,2,1,21,3,2,0,2,1.22870367877102
"3862",4,22,2,2,22,1,2,1,5,0.375958729245602
"3863",4,20,2,1,23,3,1,1,3,0.597993194397545
"3864",4,28,2,2,24,2,2,1,3,0.504198535686437
"3865",4,33,2,1,25,2,1,1,3,0.506872612187973
"3866",4,36,2,1,26,1,1,1,4,0.458025001991163
"3867",4,19,2,2,27,2,2,1,4,0.65692015921395
"3868",4,35,2,2,28,2,1,0,2,0.591397316324095
"3869",4,23,2,2,29,3,2,1,2,0.49566369251466
"3870",4,24,2,1,30,2,1,1,4,0.455372647421335
"3871",4,34,2,2,31,1,2,1,4,0.490531199310817
"3872",4,22,2,2,32,3,1,0,2,1.38728270286845
"3873",4,20,2,1,33,1,1,1,4,0.438904724182585
"3874",4,28,2,1,34,3,2,0,2,1.70632408328342
"3875",4,33,2,1,35,1,1,1,4,0.381582318919569
"3876",4,36,2,1,36,2,1,1,3,0.719379743711912
"3877",4,19,2,2,37,3,2,1,3,0.552974701476457
"3878",4,35,2,1,38,1,2,0,4,0.544046226372774
"3879",4,23,2,1,39,1,1,1,5,0.423151292584198
"3880",4,24,2,1,40,3,2,0,2,1.10394050776692
"3881",4,34,2,2,41,2,2,1,4,0.657031605950255
"3882",4,22,2,1,42,2,2,0,2,0.946381177045281
"3883",4,20,2,1,43,2,1,1,3,0.662117327195727
"3884",4,28,2,2,44,1,2,1,5,0.448931740017589
"3885",4,33,2,2,45,1,2,1,4,0.525590317721064
"3886",4,36,2,2,46,2,2,1,3,0.677976519141809
"3887",4,19,2,1,47,1,1,1,4,0.351003927150739
"3888",4,35,2,2,48,1,2,1,4,0.597591145998426
"3889",4,23,2,1,49,2,1,1,3,0.626175480935865
"3890",4,24,2,1,50,2,2,0,2,0.711379994311308
"3891",4,34,2,2,51,1,2,1,4,0.299028628939635
"3892",4,22,2,1,52,3,2,0,1,0.176879253978467
"3893",4,20,2,1,53,1,2,0,4,0.594022418343982
"3894",4,28,2,2,54,1,2,1,4,0.400890100058016
"3895",4,33,2,1,55,3,1,1,3,0.495162721236378
"3896",4,36,2,1,56,2,1,1,4,0.818727658754082
"3897",4,19,2,2,57,3,1,0,2,0.926451151187085
"3898",4,35,2,1,58,1,2,0,4,0.641854481378336
"3899",4,23,2,2,59,2,1,0,3,0.688970289114347
"3900",4,24,2,1,60,1,1,1,4,0.270447767095294
"3901",4,34,2,1,61,2,1,1,3,0.589569678327073
"3902",4,22,2,1,62,3,2,0,2,1.33898315443665
"3903",4,20,2,2,63,3,2,1,3,0.579181593088335
"3904",4,28,2,1,64,3,2,0,1,0.855081652915177
"3905",4,33,2,1,65,3,1,1,2,0.842608554260023
"3906",4,36,2,1,66,1,1,1,5,0.55436034363033
"3907",4,19,2,1,67,2,2,0,3,0.862174421815203
"3908",4,35,2,2,68,2,2,1,3,0.745501610962876
"3909",4,23,2,2,69,3,2,1,3,0.588599098607499
"3910",4,24,2,1,70,3,2,0,2,0.831282667205712
"3911",4,34,2,1,71,2,2,0,2,0.713829041428248
"3912",4,22,2,1,72,1,1,1,4,0.408626544200098
"3913",4,20,2,1,73,3,2,0,2,1.17299067413106
"3914",4,28,2,1,74,3,1,1,2,0.709817912609012
"3915",4,33,2,1,75,3,2,0,1,1.20335492787077
"3916",4,36,2,2,76,1,1,0,3,0.594729536369983
"3917",4,19,2,2,77,3,1,0,2,0.908571945915207
"3918",4,35,2,1,78,2,2,0,3,0.598852728009542
"3919",4,23,2,2,79,3,1,0,1,0.418336651844952
"3920",4,24,2,2,80,2,2,1,3,0.504362801892975
"3921",4,34,2,2,81,2,1,0,2,0.900844668811645
"3922",4,22,2,2,82,1,2,1,4,0.325500445934638
"3923",4,20,2,2,83,2,1,0,2,0.91252520693158
"3924",4,28,2,2,84,3,2,1,2,0.548475154314445
"3925",4,33,2,2,85,2,1,0,3,0.348418559111676
"3926",4,36,2,1,86,1,2,0,4,0.496972005136886
"3927",4,19,2,2,87,3,2,1,3,0.743841412907481
"3928",4,35,2,2,88,1,1,0,3,0.62944744927605
"3929",4,23,2,1,89,1,1,1,5,0.30789880104851
"3930",4,24,2,1,90,3,1,1,3,0.697589645643565
"3931",4,34,2,1,91,2,1,1,4,0.828253656189095
"3932",4,22,2,1,92,1,1,1,4,0.607463819756203
"3933",4,20,2,2,93,2,2,1,4,0.503696449714568
"3934",4,28,2,1,94,2,1,1,3,0.79672278649383
"3935",4,33,2,2,95,3,2,1,3,0.592100729874133
"3936",4,36,2,1,96,1,1,1,5,0.42749618833484
"3937",4,19,2,1,97,3,1,1,2,0.848775440135805
"3938",4,35,2,1,98,3,1,1,3,0.88532566625895
"3939",4,23,2,2,99,3,1,0,2,2.71783592361957
"3940",4,24,2,1,100,1,1,1,4,0.403254470888793
"3941",4,34,2,1,101,3,1,1,3,0.821338365956689
"3942",4,22,2,1,102,3,2,0,2,0.122909172861706
"3943",4,20,2,1,103,1,1,1,4,0.377451008595994
"3944",4,28,2,2,104,2,2,1,3,0.718892579289739
"3945",4,33,2,1,105,2,2,0,2,0.876346630614234
"3946",4,36,2,2,106,3,1,0,2,1.51096146769537
"3947",4,19,2,2,107,2,2,1,4,0.673552219620241
"3948",4,35,2,1,108,2,2,0,2,0.781523605339033
"3949",4,23,2,2,109,1,2,1,5,0.423880909310764
"3950",4,24,2,1,110,1,1,1,5,0.34115773411026
"3951",4,34,2,2,111,1,1,0,3,0.477719423264527
"3952",4,22,2,2,112,2,2,1,3,0.735165517430192
"3953",4,20,2,2,113,1,2,1,4,0.323416104353816
"3954",4,28,2,2,114,2,2,1,4,0.770693174054276
"3955",4,33,2,2,115,3,1,0,1,1.52730102177717
"3956",4,36,2,2,116,1,1,0,4,0.500308903307678
"3957",4,19,2,1,117,1,1,1,4,0.546026849587463
"3958",4,35,2,2,118,3,1,0,1,0.752131646540653
"3959",4,23,2,2,119,1,2,1,5,0.36852573400143
"3960",4,24,2,2,120,2,2,1,4,0.631696465403622
"3961",4,34,2,2,121,1,1,0,4,0.577996624596016
"3962",4,22,2,2,122,3,1,0,2,1.14701328687303
"3963",4,20,2,1,123,1,1,1,4,0.432763499232382
"3964",4,28,2,1,124,2,2,0,2,0.960088214208586
"3965",4,33,2,2,125,2,1,0,2,0.840203801791335
"3966",4,36,2,2,126,3,1,0,1,0.654750305262063
"3967",4,19,2,1,127,2,2,0,3,0.518150966065722
"3968",4,35,2,1,128,2,1,1,4,0.706115292364274
"3969",4,23,2,2,129,2,1,0,2,0.709283332358051
"3970",4,24,2,2,130,3,1,0,1,0.67472499453779
"3971",4,34,2,2,131,3,1,0,1,1.0762354281775
"3972",4,22,2,1,132,3,1,1,3,0.773883049215836
"3973",4,20,2,1,133,3,2,0,1,0.561088664576455
"3974",4,28,2,1,134,3,2,0,2,1.30546475732522
"3975",4,33,2,1,135,3,2,0,1,1.11048405712163
"3976",4,36,2,2,136,1,2,1,4,0.357168024372574
"3977",4,19,2,2,137,3,1,0,2,1.2321443895232
"3978",4,35,2,1,138,3,1,1,2,0.495826989190753
"3979",4,23,2,2,139,1,2,1,5,0.370645379007929
"3980",4,24,2,1,140,2,2,0,3,0.837661024336603
"3981",4,34,2,2,141,1,2,1,4,0.432724707459692
"3982",4,22,2,1,142,3,1,1,2,0.727835767696433
"3983",4,20,2,2,143,2,2,1,3,0.799850538451912
"3984",4,28,2,2,144,2,2,1,3,0.528455131959021
"3985",4,33,2,1,145,3,2,0,1,1.36266354844078
"3986",4,36,2,2,146,3,1,0,2,1.70571256044356
"3987",4,19,2,1,147,3,1,1,3,0.643943749084807
"3988",4,35,2,1,148,1,2,0,4,0.491168431627434
"3989",4,23,2,2,149,2,2,1,4,0.586097685587937
"3990",4,24,2,1,150,1,1,1,4,0.483768106206557
"3991",4,34,2,1,151,1,1,1,4,0.337035463626895
"3992",4,22,2,2,152,1,2,1,5,0.428178263762892
"3993",4,20,2,2,153,1,2,1,4,0.501045463998654
"3994",4,28,2,1,154,3,1,1,2,0.721982909562761
"3995",4,33,2,2,155,2,2,1,3,0.710660153756575
"3996",4,36,2,1,156,1,1,1,5,0.518880444329507
"3997",4,19,2,2,157,3,2,1,3,0.91020611398064
"3998",4,35,2,1,158,2,1,1,4,0.542506633480605
"3999",4,23,2,1,159,2,1,1,4,0.463511886685966
"4000",4,24,2,2,160,2,2,1,3,0.562521503870662
"4001",4,34,2,2,161,1,1,0,4,0.640160263727839
"4002",4,22,2,1,162,1,1,1,4,0.283245983795457
"4003",4,20,2,1,163,1,1,1,4,0.353369564006332
"4004",4,28,2,1,164,1,1,1,5,0.457598972433501
"4005",4,33,2,2,165,1,1,0,4,0.77097209921012
"4006",4,36,2,2,166,2,1,0,3,0.690722101539551
"4007",4,19,2,1,167,3,1,1,2,0.414885421332595
"4008",4,35,2,1,168,2,2,0,3,0.842068876700352
"4009",4,23,2,1,169,3,2,0,1,1.50581092963618
"4010",4,24,2,1,170,3,1,1,2,0.713800601868826
"4011",4,34,2,1,171,3,2,0,2,1.20135643886348
"4012",4,22,2,2,172,1,2,1,5,0.365903387659211
"4013",4,20,2,1,173,2,2,0,2,0.718925067214549
"4014",4,28,2,1,174,1,1,1,5,0.393853931913722
"4015",4,33,2,2,175,1,2,1,4,0.523881479897789
"4016",4,36,2,2,176,3,2,1,2,0.959152430419245
"4017",4,19,2,2,177,3,1,0,2,1.20542862991497
"4018",4,35,2,2,178,2,2,1,3,0.409461188928664
"4019",4,23,2,2,179,2,2,1,3,0.583335507192916
"4020",4,24,2,1,180,1,1,1,5,0.447779205491343
"4021",4,34,2,2,181,3,1,0,1,1.56408543193853
"4022",4,22,2,1,182,3,2,0,2,0.680513833177047
"4023",4,20,2,1,183,3,1,1,2,1.07884836569455
"4024",4,28,2,2,184,3,2,1,2,0.707738336971872
"4025",4,33,2,1,185,2,2,0,3,0.692461900485256
"4026",4,36,2,1,186,2,1,1,3,0.504386032713761
"4027",4,19,2,2,187,1,2,1,5,0.5403209695779
"4028",4,35,2,2,188,1,2,1,4,0.372260117324353
"4029",4,23,2,2,189,1,2,1,5,0.533082551366359
"4030",4,24,2,1,190,2,1,1,4,0.841860260977251
"4031",4,34,2,2,191,2,1,0,3,0.648525705671174
"4032",4,22,2,2,192,1,2,1,4,0.36300105459676
"4033",4,20,2,2,193,3,1,0,2,1.78597089274182
"4034",4,28,2,2,194,3,2,1,3,1.14307680254626
"4035",4,33,2,2,195,1,1,0,3,0.771512525231286
"4036",4,36,2,2,196,2,2,1,3,0.624282174316624
"4037",4,19,2,2,197,3,2,1,2,0.978429780402669
"4038",4,35,2,1,198,1,1,1,5,0.424177742137203
"4039",4,23,2,1,199,2,1,1,3,0.604619655080526
"4040",4,24,2,2,200,1,2,1,5,0.419044016735561
"4041",4,34,2,2,201,2,1,0,2,0.705497480231242
"4042",4,22,2,1,202,2,1,1,3,0.68328486856395
"4043",4,20,2,1,203,3,2,0,1,0.797034214444645
"4044",4,28,2,1,204,1,1,1,4,0.482770994983551
"4045",4,33,2,1,205,1,1,1,5,0.354476314604917
"4046",4,36,2,2,206,2,2,1,3,0.514230773556244
"4047",4,19,2,2,207,2,2,1,4,0.61856271445626
"4048",4,35,2,2,208,1,1,0,4,0.41386767060835
"4049",4,23,2,2,209,1,1,0,4,0.618702640545358
"4050",4,24,2,1,210,1,1,1,4,0.393571349456035
"4051",4,34,2,2,211,2,2,1,3,0.610250086833997
"4052",4,22,2,1,212,2,1,1,4,0.762111482855893
"4053",4,20,2,2,213,1,1,0,3,0.51792321515045
"4054",4,28,2,2,214,1,2,1,5,0.401098754747404
"4055",4,33,2,2,215,2,2,1,3,0.486578280635192
"4056",4,36,2,1,216,1,1,1,4,0.351096670876547
"4057",4,19,2,1,217,2,2,0,3,0.570490840470294
"4058",4,35,2,1,218,3,1,1,2,1.29529750271691
"4059",4,23,2,1,219,1,1,1,4,0.371286738437783
"4060",4,24,2,2,220,2,2,1,4,0.641784619240145
"4061",4,34,2,1,221,1,1,1,4,0.527458444828183
"4062",4,22,2,1,222,2,2,0,3,0.471320995125976
"4063",4,20,2,1,223,1,2,0,3,0.701575460945902
"4064",4,28,2,1,224,3,1,1,2,0.853472160028392
"4065",4,33,2,2,225,3,1,0,2,1.24293320164554
"4066",4,36,2,1,226,3,2,0,2,1.19090022889003
"4067",4,19,2,2,227,2,2,1,3,0.718605675887059
"4068",4,35,2,2,228,2,1,0,3,0.44393450106616
"4069",4,23,2,2,229,1,2,1,5,0.37950666880327
"4070",4,24,2,2,230,3,1,0,1,0.761978793006247
"4071",4,34,2,1,231,3,2,0,1,1.05951082798558
"4072",4,22,2,2,232,3,1,0,2,0.847426908857679
"4073",4,20,2,2,233,2,2,1,3,0.636442425635591
"4074",4,28,2,2,234,2,2,1,4,0.637770099828837
"4075",4,33,2,1,235,3,1,1,3,0.680646681138356
"4076",4,36,2,2,236,3,2,1,2,0.895071185150391
